url_hash,source_id,url,strategy,status,priority,retry_count,last_error_type,last_error_message,first_seen_at,last_seen_at,last_crawled_at,next_crawl_at,content_hash
45131a31a297b59e2a0be32af8435f89ed6795953895ddcd1f6d064c3d1e8c31,reutersagency_com,https://reutersagency.com/who-we-serve/,sitemap_then_article_extract,skipped,100,1,AccessControlDetected,paywall=True login=False captcha=False,2026-05-17 11:35:47.558832,2026-05-17 11:35:47.636449,,,
873969dcd052844e3eb69c4de7aa19b66210b670879a7f4dd36b42081433141f,bbc_com,https://www.bbc.com/arabic/multimedia/2009/08/090826_gn_argentina_drugs_tc2,sitemap_then_article_extract,crawled,100,0,,,2026-05-17 11:35:48.978698,2026-05-17 11:35:49.181294,2026-05-17 11:35:49.181294,,ac72eb1e6cceebfd706449c7a9c76d8b61cefe4cd81320c35ce8f1dce63b5008
f5d699f412a4da660209efe3a34edda668a1a8b0cbdd867e7d5701be5e411361,reutersagency_com,https://reutersagency.com/sheffield-docfest-193,sitemap_then_article_extract,skipped,100,1,AccessControlDetected,paywall=True login=False captcha=False,2026-05-17 11:35:49.537093,2026-05-17 11:35:49.626460,,,
f277623d8247670763c720165e0bdf7b2d025e5ea09d316c72a52149f44fe480,bbc_com,https://www.bbc.com/urdu/pakistan/2009/04/090414_baloch_killing_fz,sitemap_then_article_extract,crawled,100,0,,,2026-05-17 11:35:51.391204,2026-05-17 11:35:51.581903,2026-05-17 11:35:51.581903,,15323988c2c60a74ff576f956ad0dcd451fc445a2640c7bdbfbb5bc7970b749a
bc8ac961e4193a54cb7319a405b57c528abbc3db3e2d3d435440b9c5a6ba23e6,dw_com,https://www.dw.com/de/joachim-gauck/t-17272472,sitemap_then_article_extract,skipped,100,1,AccessControlDetected,paywall=True login=False captcha=True,2026-05-17 11:35:51.980720,2026-05-17 11:35:52.048045,,,
7f413045eac77f5a6251a82351bdd0f28ecc726243ee643836c03716ba8938a7,un_org,https://www.un.org/en,rss_then_article_extract,crawled,100,0,,,2026-05-17 11:35:52.187359,2026-05-17 11:35:54.625803,2026-05-17 11:35:54.625803,,d542ed6cf1dc69d19a68a1ce4b5c32b8ca4795b9d97246368711e91f935f6c34
7917baf9fd58d3f00ae33b343a362fdf1d071554cd34c786236a93393c5e478c,apnews_com,https://apnews.com/snl-cast-samberg-wiig-hader-sudeikis-00000194fb70d399a5f4fbfea53e0000,sitemap_then_article_extract,skipped,100,1,AccessControlDetected,paywall=True login=True captcha=True,2026-05-17 11:35:54.893697,2026-05-17 11:35:54.959315,,,
0e3df5ba4a16ac638eb12d04499a228c3ceddcbaccbb43fc3726ef0acec068d3,apnews_com,https://apnews.com/article/4a8fa2955ef9440fae45097b1962d3d9,sitemap_then_article_extract,skipped,100,1,AccessControlDetected,paywall=True login=True captcha=True,2026-05-17 11:35:55.303578,2026-05-17 11:35:55.393205,,,
2009a61fe13b5b921da5f14128cb1ff18aa2d53449caa3b1084fb91c206d1bad,dw_com,https://www.dw.com/de/angela-merkel/t-17268299,sitemap_then_article_extract,skipped,100,1,AccessControlDetected,paywall=True login=False captcha=True,2026-05-17 11:35:56.396548,2026-05-17 11:35:56.481555,,,
2513f34823c8dedbb762d531ea3e56c816b818040c72a0328b1d6615c31fdd04,un_org,https://www.un.org/en/civil-society/third-united-nations-conference-landlocked-developing-countries-lldc3,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=True login=False captcha=False,2026-05-17 11:35:50.082255,2026-05-17 11:57:15.681083,,,
34010a521cf1f0a61c9a58234ed5d46983ce9b9c4ef50811f00aaa69d284a3dd,aljazeera_com,https://www.aljazeera.com/video/newsfeed/2026/5/16/german-police-assault-protesters-at-nakba-anniversary-rally?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:42:44.528423,2026-05-17 12:50:03.899320,2026-05-17 12:50:03.899320,,8d3754693a02747052957672b1bc7184b07ff9d804e3ee95bfb6e3f136009d59
56fdcd385c60ed4f2dc8061620439c498bb49a3b7e8aea77ffb9f7b8bd3db23b,theguardian_com,https://www.theguardian.com/money/2026/may/17/killer-counterfeits-flea-treatments-rushing-to-vet-fake-chemicals,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:42:42.954058,2026-05-17 12:50:04.777565,,,
ce071917ada7075fbcc066af0a0db501694477c1ef69aefb9595bc8837a3b324,aljazeera_com,https://www.aljazeera.com/gallery/2026/5/16/bolivia-launches-early-morning-crackdown-on-roadblocks-outside-la-paz?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:42:45.782280,2026-05-17 12:50:05.132804,2026-05-17 12:50:05.132804,,4bddfb9270126899cc31a44bbb1df843f7526d4888a2d105a05376dca2230848
5dcb63d1826426e3b7003c06a372b6ac9d75a52279a77fbef24b89231ad9dc51,theguardian_com,https://www.theguardian.com/lifeandstyle/2026/may/17/tim-smit-eden-project-chelsea-garden-community-garden-vegetables,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:42:46.806642,2026-05-17 12:50:06.032684,,,
947672f3830726ec88a2f33e992af1042d3c2ab90b1a13701b505c68734ae6be,aljazeera_com,https://www.aljazeera.com/news/liveblog/2026/5/17/iran-war-live-tehran-eyes-tolls-in-hormuz-trump-warns-of-very-bad-time?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:42:47.233812,2026-05-17 12:50:06.878232,2026-05-17 12:50:06.878232,,13a664979a452f4308b6d80006de6935845d1637a46f4ced325ddb1584917781
59855c0db364f61ff4dba75b71422beaf28ca98c1ccdc9f937d6e1b7524c2144,france24_com,https://www.france24.com/en/culture/20260517-bulgaria-s-bangaranga-wins-eurovision-with-israel-second,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:42:47.467235,2026-05-17 12:50:08.199816,2026-05-17 12:50:08.199816,,abdfda79e264bd105b6d5a8e97c687cef25625a6290303958017c3dd3b3206f4
3b598fac98ebdd24229e9d468e0f77121ef7aaa50cd90ad5c9ecd9eeca9d5a56,aljazeera_com,https://www.aljazeera.com/video/newsfeed/2026/5/17/aje-onl-nf_clip-iraqs-new-pm-al-zaidi-formally-takes-over-160526?traffic_source=rss,rss_then_article_extract,crawled,100,1,,,2026-05-17 12:42:49.220283,2026-05-17 12:50:08.622736,2026-05-17 12:50:08.622736,,ba08006b3063da81203c3b717a3a66c4893237a351b93f4a1635846ae009890b
d496a30c05d872ca62db54fa3498dd22333611e4b853a79e4b22c373bb835e14,theguardian_com,https://www.theguardian.com/lifeandstyle/2026/may/17/secrets-of-the-body-stress,rss_then_article_extract,skipped,100,2,AccessControlDetected,paywall=False login=False captcha=True,2026-05-17 12:42:49.001012,2026-05-17 12:50:09.443857,,,
